INSERT INTO `evaluation`(`user_id`, `evaluation_trp`, `evaluation_receivednum`, `evaluation_receivedvalue`, `evaluation_sentnum`, `evaluation_sentvalue`)
VALUES
                        (1,687,58,203,58,260),
                        (2,932,68,238,68,305),
                        (3,507,50,175,50,224),
                        (4,964,69,242,69,309),
                        (5,844,64,224,64,287),
                        (6,131,25,87,25,112),
                        (7,1147,75,263,75,336),
                        (8,844,64,225,64,287),
                        (9,1000,70,246,70,313),
                        (10,761,61,214,61,273),
                        (11,981,69,242,69,309),
                        (12,266,36,126,36,161),
                        (13,306,39,137,39,174),
                        (14,591,54,190,54,241),
                        (15,99,22,77,22,98),
                        (16,866,65,229,65,290),
                        (17,686,58,204,58,259),
                        (18,152,27,95,27,120),
                        (19,935,68,240,68,303),
                        (20,1065,72,254,72,321),
                        (21,730,60,212,60,267),
                        (22,137,26,92,26,115),
                        (23,1084,73,258,73,325),
                        (24,441,46,163,46,204),
                        (25,1127,75,266,75,333),
                        (26,696,58,205,58,258),
                        (27,498,49,174,49,217),
                        (28,112,23,81,23,102),
                        (29,253,35,124,35,155),
                        (30,1028,71,252,71,315),
                        (31,943,68,242,68,301),
                        (32,148,27,96,27,119),
                        (33,550,52,185,52,230),
                        (34,76,19,67,19,84),
                        (35,1010,71,253,71,314),
                        (36,968,69,246,69,305),
                        (37,464,48,171,48,212),
                        (38,589,54,193,54,238),
                        (39,572,53,189,53,234),
                        (40,490,49,175,49,216),
                        (41,422,45,161,45,198),
                        (42,690,58,207,58,256),
                        (43,819,63,225,63,278),
                        (44,869,65,233,65,286),
                        (45,287,37,132,37,163),
                        (46,615,55,197,55,242),
                        (47,954,69,247,69,304),
                        (48,229,33,118,33,145),
                        (49,440,46,165,46,202),
                        (50,241,34,122,34,149),
                        (51,387,43,154,43,189),
                        (52,696,58,208,58,255),
                        (53,203,31,111,31,136),
                        (54,441,46,165,46,202),
                        (55,390,44,158,44,193),
                        (56,433,46,166,46,201),
                        (57,205,31,111,31,136),
                        (58,1136,75,270,75,329),
                        (59,585,54,195,54,236),
                        (60,875,66,238,66,289),
                        (61,252,35,126,35,153),
                        (62,1144,75,271,75,328),
                        (63,328,40,144,40,175),
                        (64,1020,71,257,71,310),
                        (65,1139,75,272,75,327),
                        (66,1083,73,264,73,319),
                        (67,1024,71,257,71,310),
                        (68,115,23,83,23,100),
                        (69,21,9,32,9,39),
                        (70,1173,76,276,76,331),
                        (71,880,66,240,66,287),
                        (72,669,57,207,57,248),
                        (73,802,63,229,63,274),
                        (74,767,61,222,61,265),
                        (75,117,24,87,24,104),
                        (76,281,37,134,37,161),
                        (77,61,17,62,17,73),
                        (78,46,14,51,14,60),
                        (79,321,39,142,39,169),
                        (80,196,31,113,31,134),
                        (81,1145,75,274,75,325),
                        (82,939,68,248,68,295),
                        (83,775,62,227,62,268),
                        (84,315,39,142,39,169),
                        (85,712,59,216,59,255),
                        (86,88,20,73,20,86),
                        (87,471,48,176,48,207),
                        (88,175,29,106,29,125),
                        (89,358,42,154,42,181),
                        (90,937,68,249,68,294),
                        (91,680,58,213,58,250),
                        (92,220,33,121,33,142),
                        (93,364,42,154,42,181),
                        (94,802,63,232,63,271),
                        (95,435,46,169,46,198),
                        (96,376,43,158,43,185),
                        (97,827,64,236,64,275),
                        (98,176,29,107,29,124),
                        (99,838,64,236,64,275),
                        (100,801,63,232,63,271),
                        (101,750,61,225,61,262),
                        (102,501,49,181,49,210),
                        (103,786,62,229,62,266),
                        (104,80,19,70,19,81),
                        (105,231,33,122,33,141),
                        (106,159,28,103,28,120),
                        (107,522,51,189,51,218),
                        (108,158,27,100,27,115),
                        (109,581,53,196,53,227),
                        (110,8,5,18,5,21),
                        (111,91,21,78,21,89),
                        (112,813,63,234,63,269),
                        (113,306,39,145,39,166),
                        (114,905,67,249,67,286),
                        (115,589,54,201,54,230),
                        (116,951,68,253,68,290),
                        (117,728,60,223,60,256),
                        (118,81,19,70,19,81),
                        (119,524,51,190,51,217),
                        (120,402,44,164,44,187),
                        (121,367,42,156,42,179),
                        (122,1163,76,284,76,323),
                        (123,299,38,142,38,161),
                        (124,806,63,235,63,268),
                        (125,561,52,194,52,221),
                        (126,333,40,149,40,170),
                        (127,786,62,232,62,263),
                        (128,289,37,138,37,157),
                        (129,113,23,86,23,97),
                        (130,125,24,90,24,101),
                        (131,12,7,26,7,29),
                        (132,888,66,248,66,279),
                        (133,393,44,165,44,186),
                        (134,1088,73,274,73,309),
                        (135,678,58,218,58,245),
                        (136,849,65,244,65,275),
                        (137,67,18,67,18,76),
                        (138,1106,74,278,74,313),
                        (139,306,39,147,39,164),
                        (140,1168,76,286,76,321),
                        (141,342,41,154,41,173),
                        (142,954,69,260,69,291),
                        (143,506,50,188,50,211),
                        (144,663,57,215,57,240),
                        (145,332,40,151,40,168),
                        (146,1022,71,268,71,299),
                        (147,303,38,143,38,160),
                        (148,1068,73,276,73,307),
                        (149,694,58,219,58,244),
                        (150,797,63,238,63,265),
                        (151,844,64,242,64,269),
                        (152,247,35,132,35,147),
                        (153,1029,71,269,71,298),
                        (154,970,69,262,69,289),
                        (155,996,70,266,70,293),
                        (156,585,54,205,54,226),
                        (157,302,38,144,38,159),
                        (158,230,33,125,33,138),
                        (159,734,60,228,60,251),
                        (160,177,29,110,29,121),
                        (161,48,15,57,15,62),
                        (162,44,14,53,14,58),
                        (163,656,57,217,57,238),
                        (164,1050,72,275,72,300),
                        (165,324,40,152,40,167),
                        (166,685,58,221,58,242),
                        (167,835,64,244,64,267),
                        (168,424,45,172,45,187),
                        (169,1064,72,275,72,300),
                        (170,443,46,176,46,191),
                        (171,721,59,226,59,245),
                        (172,666,57,218,57,237),
                        (173,1064,72,276,72,299),
                        (174,60,17,65,17,70),
                        (175,723,60,230,60,249),
                        (176,691,58,222,58,241),
                        (177,438,46,176,46,191),
                        (178,644,56,215,56,232),
                        (179,321,39,150,39,161),
                        (180,694,58,223,58,240),
                        (181,946,68,262,68,281),
                        (182,155,27,104,27,111),
                        (183,905,67,258,67,277),
                        (184,1181,76,293,76,314),
                        (185,588,54,208,54,223),
                        (186,200,31,119,31,128),
                        (187,504,50,193,50,206),
                        (188,219,32,123,32,132),
                        (189,941,68,263,68,280),
                        (190,632,56,216,56,231),
                        (191,200,31,120,31,127),
                        (192,81,19,73,19,78),
                        (193,217,32,124,32,131),
                        (194,83,20,77,20,82),
                        (195,384,43,166,43,177),
                        (196,783,62,240,62,255),
                        (197,527,51,198,51,209),
                        (198,1000,70,272,70,287),
                        (199,387,43,167,43,176),
                        (200,802,63,245,63,258),
                        (201,388,43,167,43,176),
                        (202,776,62,241,62,254),
                        (203,825,64,249,64,262),
                        (204,865,65,253,65,266),
                        (205,261,36,140,36,147),
                        (206,580,53,206,53,217),
                        (207,503,50,195,50,204),
                        (208,691,58,226,58,237),
                        (209,15,8,31,8,32),
                        (210,744,60,234,60,245),
                        (211,980,69,269,69,282),
                        (212,821,64,250,64,261),
                        (213,318,39,152,39,159),
                        (214,600,54,211,54,220),
                        (215,186,30,117,30,122),
                        (216,1082,73,286,73,297),
                        (217,1168,76,298,76,309),
                        (218,50,15,58,15,61),
                        (219,788,62,243,62,252),
                        (220,237,34,133,34,138),
                        (221,675,58,228,58,235),
                        (222,756,61,239,61,248),
                        (223,1111,74,291,74,300),
                        (224,384,43,169,43,174),
                        (225,685,58,228,58,235),
                        (226,918,67,264,67,271),
                        (227,301,38,149,38,154),
                        (228,1094,73,288,73,295),
                        (229,738,60,236,60,243),
                        (230,558,52,205,52,210),
                        (231,365,42,165,42,170),
                        (232,421,45,177,45,182),
                        (233,814,63,249,63,254),
                        (234,200,31,122,31,125),
                        (235,519,50,197,50,202),
                        (236,449,47,186,47,189),
                        (237,788,62,245,62,250),
                        (238,86,20,79,20,80),
                        (239,1128,75,297,75,302),
                        (240,567,53,210,53,213),
                        (241,795,62,246,62,249),
                        (242,647,56,222,56,225),
                        (243,521,50,198,50,201),
                        (244,1123,74,294,74,297),
                        (245,368,42,167,42,168),
                        (246,692,58,230,58,233),
                        (247,384,43,171,43,172),
