INSERT INTO `evaluation`(`user_id`, `evaluation_trp`, `evaluation_receivednum`,
                         `evaluation_receivedvalue`, `evaluation_sentnum`, `evaluation_sentvalue`)
                 VALUES
                        (1,0,0,0,0,0),
                        (2,1,0,0,0,0),
                        (3,1,0,0,0,0),
                        (4,2,1,3,1,4),
                        (5,2,1,3,1,4),
                        (6,3,2,7,2,8),
                        (7,3,2,7,2,8),
                        (8,4,3,10,3,13),
                        (9,4,3,10,3,13),
                        (10,5,4,14,4,17),
                        (11,5,4,14,4,17),
                        (12,6,4,14,4,17),
                        (13,6,4,14,4,17),
                        (14,7,5,17,5,22),
                        (15,7,5,17,5,22),
                        (16,8,5,17,5,22),
                        (17,8,5,17,5,22),
                        (18,9,6,21,6,26),
                        (19,9,6,21,6,26),
                        (20,10,6,21,6,26),
                        (21,10,6,21,6,26),
                        (22,11,6,21,6,26),
                        (23,11,6,21,6,26),
                        (24,12,7,24,7,31),
                        (25,12,7,24,7,31),
                        (26,13,7,24,7,31),
                        (27,13,7,24,7,31),
                        (28,14,7,24,7,31),
                        (29,14,7,24,7,31),
                        (30,15,8,28,8,35),
                        (31,15,8,28,8,35),
                        (32,16,8,28,8,35),
                        (33,16,8,28,8,35),
                        (34,17,8,28,8,35),
                        (35,17,8,28,8,35),
                        (36,18,9,31,9,40),
                        (37,18,9,31,9,40),
                        (38,19,9,31,9,40),
                        (39,19,9,31,9,40),
                        (40,20,9,31,9,40),
                        (41,20,9,31,9,40),
                        (42,21,9,31,9,40),
                        (43,21,9,31,9,40),
                        (44,22,10,35,10,44),
                        (45,22,10,35,10,44),
                        (46,23,10,35,10,44),
                        (47,23,10,35,10,44),
                        (48,24,10,35,10,44),
                        (49,24,10,35,10,44),
                        (50,25,10,35,10,44),
                        (51,25,10,35,10,44),
                        (52,26,11,38,11,49),
                        (53,26,11,38,11,49),
                        (54,27,11,38,11,49),
                        (55,27,11,38,11,49),
                        (56,28,11,38,11,49),
                        (57,28,11,38,11,49),
                        (58,29,11,38,11,49),
                        (59,29,11,38,11,49),
                        (60,30,11,38,11,49),
                        (61,30,11,38,11,49),
                        (62,31,12,42,12,53),
                        (63,31,12,42,12,53),
                        (64,32,12,42,12,53),
                        (65,32,12,42,12,53),
                        (66,33,12,42,12,53),
                        (67,33,12,42,12,53),
                        (68,34,12,42,12,53),
                        (69,34,12,42,12,53),
                        (70,35,12,42,12,53),
                        (71,35,12,42,12,53),
                        (72,36,13,45,13,58),
                        (73,36,13,45,13,58),
                        (74,37,13,45,13,58),
                        (75,37,13,45,13,58),
                        (76,38,13,45,13,58),
                        (77,38,13,45,13,58),
                        (78,39,13,45,13,58),
                        (79,39,13,45,13,58),
                        (80,40,13,45,13,58),
                        (81,40,13,45,13,58),
                        (82,41,14,49,14,62),
